,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,18.164060354232788,0.4510018825531006,0.42983901500701904,0.001797795295715332,100,{'n_estimators': 100},0.7970415668126601,0.7910640993857257,0.794052833099193,0.0029887337134671954,5
1,42.55991506576538,0.245927095413208,1.1992441415786743,0.04828369617462158,300,{'n_estimators': 300},0.7981158581935377,0.7941767897969865,0.7961463239952621,0.001969534198275613,4
2,64.52865827083588,0.6724919080734253,1.804701566696167,0.07086038589477539,500,{'n_estimators': 500},0.798584139051869,0.7948378921852188,0.796711015618544,0.0018731234333250746,3
3,84.92869400978088,0.2578089237213135,3.8907477855682373,0.014773368835449219,800,{'n_estimators': 800},0.8005674462165662,0.7942594275955155,0.7974134369060408,0.003154009310525341,1
4,99.86063241958618,0.07257962226867676,3.331093668937683,0.0436321496963501,1200,{'n_estimators': 1200},0.7997961600969616,0.7947001625210037,0.7972481613089827,0.0025479987879789556,2
