,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,0.6291995048522949,0.010417938232421875,0.008471488952636719,0.002351045608520508,0.02,{'alpha': 0.02},0.1938649436530694,0.19052309196678086,0.19219401780992512,0.0016709258431442664,1
1,0.5858511924743652,0.017130136489868164,0.012268304824829102,0.003851652145385742,0.024,{'alpha': 0.024},0.18499339883653199,0.18156559203402578,0.18327949543527888,0.001713903401253103,2
